Date,League,Season,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,HomeCoach,AwayCoach,Bet365_1,Bet365_X,Bet365_2,Pinnacle_1,Pinnacle_X,Pinnacle_2,WilliamHill_1,WilliamHill_X,WilliamHill_2
31/10/2021,Premier League,2021-2022,Norwich,Leeds,1,2,2,Daniel Farke,Marcelo Bielsa,3.4,3.5,2.1,3.58,3.7,2.11,3.4,3.4,2.1
31/10/2021,Premier League,2021-2022,Aston Villa,West Ham,1,4,2,Dean Smith,David Moyes,2.8,3.5,2.45,2.86,3.58,2.54,2.8,3.4,2.45
01/11/2021,Premier League,2021-2022,Wolves,Everton,2,1,1,Bruno Lage,Rafael Benitez,2.2,3.2,3.5,2.27,3.4,3.47,2.2,3.2,3.4
05/11/2021,Premier League,2021-2022,Southampton,Aston Villa,1,0,1,Ralph Hasenhuttl,Dean Smith,1.95,3.6,3.75,2.04,3.71,3.79,2,3.5,3.6
06/11/2021,Premier League,2021-2022,Man United,Man City,0,2,2,Ole Gunnar Solskjaer,Pep Guardiola,4.75,4,1.7,4.84,4.16,1.74,4.6,3.9,1.7
06/11/2021,Premier League,2021-2022,Brentford,Norwich,1,2,2,Thomas Frank,Daniel Farke,1.6,4,5.75,1.63,4.05,6.06,1.61,3.7,5.8
06/11/2021,Premier League,2021-2022,Chelsea,Burnley,1,1,X,Thomas Tuchel,Sean Dyche,1.25,6,12,1.27,6.08,13.48,1.25,5.8,12
06/11/2021,Premier League,2021-2022,Crystal Palace,Wolves,2,0,1,Patrick Vieira,Bruno Lage,2.45,3.2,3,2.56,3.17,3.17,2.45,3.1,3
06/11/2021,Premier League,2021-2022,Brighton,Newcastle,1,1,X,Graham Potter,Graeme Jones,1.57,3.9,6,1.63,4.11,6.04,1.6,3.8,5.8
07/11/2021,Premier League,2021-2022,Arsenal,Watford,1,0,1,Mikel Arteta,Claudio Ranieri,1.36,4.75,8.5,1.41,4.98,8.73,1.38,4.6,8.5
07/11/2021,Premier League,2021-2022,Everton,Tottenham,0,0,X,Rafael Benitez,Antonio Conte,3.1,3.25,2.37,3.15,3.34,2.46,3,3.25,2.37
07/11/2021,Premier League,2021-2022,Leeds,Leicester,1,1,X,Marcelo Bielsa,Brendan Rodgers,2.8,3.5,2.45,2.84,3.61,2.54,2.7,3.5,2.45
07/11/2021,Premier League,2021-2022,West Ham,Liverpool,3,2,1,David Moyes,Jurgen Klopp,4.75,4,1.7,4.74,4.15,1.75,4.6,3.9,1.7
20/11/2021,Premier League,2021-2022,Leicester,Chelsea,0,3,2,Brendan Rodgers,Thomas Tuchel,4.75,3.75,1.75,4.92,3.76,1.8,4.6,3.6,1.78
20/11/2021,Premier League,2021-2022,Aston Villa,Brighton,2,0,1,Steven Gerrard,Graham Potter,2.45,3.3,2.9,2.48,3.33,3.14,2.4,3.2,3
20/11/2021,Premier League,2021-2022,Burnley,Crystal Palace,3,3,X,Sean Dyche,Patrick Vieira,2.7,3.2,2.7,2.79,3.29,2.79,2.7,3.1,2.7
20/11/2021,Premier League,2021-2022,Newcastle,Brentford,3,3,X,Eddie Howe,Thomas Frank,2.62,3.4,2.7,2.67,3.42,2.81,2.6,3.3,2.7
20/11/2021,Premier League,2021-2022,Norwich,Southampton,2,1,1,Dean Smith,Ralph Hasenhuttl,3.6,3.5,2.05,3.71,3.54,2.12,3.6,3.4,2.05
20/11/2021,Premier League,2021-2022,Watford,Man United,4,1,1,Claudio Ranieri,Ole Gunnar Solskjaer,6.5,4.75,1.45,6.25,4.69,1.53,6,4.33,1.5
20/11/2021,Premier League,2021-2022,Wolves,West Ham,1,0,1,Bruno Lage,David Moyes,3,3.25,2.4,3.18,3.28,2.49,3,3.1,2.45
20/11/2021,Premier League,2021-2022,Liverpool,Arsenal,4,0,1,Jurgen Klopp,Mikel Arteta,1.45,4.75,6.5,1.47,5,6.84,1.47,4.4,6.5
21/11/2021,Premier League,2021-2022,Man City,Everton,3,0,1,Pep Guardiola,Rafael Benitez,1.14,8,19,1.19,7.71,17.04,1.17,7,17
21/11/2021,Premier League,2021-2022,Tottenham,Leeds,2,1,1,Antonio Conte,Marcelo Bielsa,1.7,4.2,4.5,1.77,4.15,4.61,1.7,3.9,4.6
27/11/2021,Premier League,2021-2022,Arsenal,Newcastle,2,0,1,Mikel Arteta,Eddie Howe,1.44,4.75,7,1.48,4.95,6.77,1.44,4.6,6.5
27/11/2021,Premier League,2021-2022,Crystal Palace,Aston Villa,1,2,2,Patrick Vieira,Steven Gerrard,2.2,3.4,3.3,2.3,3.4,3.42,2.2,3.3,3.3
27/11/2021,Premier League,2021-2022,Liverpool,Southampton,4,0,1,Jurgen Klopp,Ralph Hasenhuttl,1.28,6,9,1.3,6.08,10.1,1.28,5.5,10
27/11/2021,Premier League,2021-2022,Norwich,Wolves,0,0,X,Dean Smith,Bruno Lage,3.5,3.3,2.15,3.61,3.44,2.2,3.4,3.3,2.15
27/11/2021,Premier League,2021-2022,Brighton,Leeds,0,0,X,Graham Potter,Marcelo Bielsa,2.05,3.4,3.75,2.14,3.44,3.78,2.05,3.25,3.75
28/11/2021,Premier League,2021-2022,Brentford,Everton,1,0,1,Thomas Frank,Rafael Benitez,2.25,3.2,3.4,2.29,3.33,3.51,2.25,3.1,3.4
28/11/2021,Premier League,2021-2022,Leicester,Watford,4,2,1,Brendan Rodgers,Claudio Ranieri,1.61,4,5.5,1.65,4.16,5.57,1.62,4,5.25
28/11/2021,Premier League,2021-2022,Man City,West Ham,2,1,1,Pep Guardiola,David Moyes,1.28,5.75,10,1.3,5.98,10.56,1.29,5.5,10
28/11/2021,Premier League,2021-2022,Chelsea,Man United,1,1,X,Thomas Tuchel,Michael Carrick,1.57,4,6,1.63,4.21,5.75,1.57,4,5.8
30/11/2021,Premier League,2021-2022,Newcastle,Norwich,1,1,X,Eddie Howe,Dean Smith,1.95,3.5,3.9,2.02,3.68,3.91,1.95,3.6,3.75
30/11/2021,Premier League,2021-2022,Leeds,Crystal Palace,1,0,1,Marcelo Bielsa,Patrick Vieira,2.4,3.3,3,2.43,3.41,3.15,2.4,3.2,3
01/12/2021,Premier League,2021-2022,Southampton,Leicester,2,2,X,Ralph Hasenhuttl,Brendan Rodgers,2.37,3.5,2.87,2.47,3.56,2.98,2.38,3.3,3
01/12/2021,Premier League,2021-2022,Watford,Chelsea,1,2,2,Claudio Ranieri,Thomas Tuchel,10,5.25,1.3,10.31,5.61,1.33,11,5,1.3
01/12/2021,Premier League,2021-2022,West Ham,Brighton,1,1,X,David Moyes,Graham Potter,1.95,3.6,3.8,2.05,3.6,3.87,2,3.4,3.8
01/12/2021,Premier League,2021-2022,Wolves,Burnley,0,0,X,Bruno Lage,Sean Dyche,1.85,3.5,4.33,1.98,3.43,4.39,1.91,3.3,4.2
01/12/2021,Premier League,2021-2022,Aston Villa,Man City,1,2,2,Steven Gerrard,Pep Guardiola,9,5.25,1.33,8.57,5.25,1.39,9,5,1.33
01/12/2021,Premier League,2021-2022,Everton,Liverpool,1,4,2,Rafael Benitez,Jurgen Klopp,7.5,5.25,1.36,7.67,5.17,1.43,7.5,4.8,1.38
02/12/2021,Premier League,2021-2022,Tottenham,Brentford,2,0,1,Antonio Conte,Thomas Frank,1.6,4.2,5.25,1.67,4.22,5.34,1.63,4,5
02/12/2021,Premier League,2021-2022,Man United,Arsenal,3,2,1,Michael Carrick,Mikel Arteta,1.95,3.75,3.75,2.07,3.68,3.75,1.95,3.6,3.7
04/12/2021,Premier League,2021-2022,West Ham,Chelsea,3,2,1,David Moyes,Thomas Tuchel,4.75,3.6,1.75,4.85,3.58,1.85,4.6,3.7,1.75
04/12/2021,Premier League,2021-2022,Newcastle,Burnley,1,0,1,Eddie Howe,Sean Dyche,2.3,3.3,3.2,2.4,3.38,3.22,2.25,3.25,3.2
04/12/2021,Premier League,2021-2022,Southampton,Brighton,1,1,X,Ralph Hasenhuttl,Graham Potter,2.45,3.2,3,2.48,3.25,3.22,2.45,3,3.1
04/12/2021,Premier League,2021-2022,Wolves,Liverpool,0,1,2,Bruno Lage,Jurgen Klopp,8,4.75,1.4,8.08,4.72,1.45,7.5,4.5,1.42
04/12/2021,Premier League,2021-2022,Watford,Man City,1,3,2,Claudio Ranieri,Pep Guardiola,12,7,1.2,14.88,7.43,1.21,13,6.5,1.2
05/12/2021,Premier League,2021-2022,Leeds,Brentford,2,2,X,Marcelo Bielsa,Thomas Frank,1.95,3.6,3.8,1.98,3.63,4.13,1.95,3.4,3.9
05/12/2021,Premier League,2021-2022,Man United,Crystal Palace,1,0,1,Ralf Rangnick,Patrick Vieira,1.5,4.33,6.5,1.59,4.13,6.46,1.55,4,6
05/12/2021,Premier League,2021-2022,Tottenham,Norwich,3,0,1,Antonio Conte,Dean Smith,1.36,5,8.5,1.43,4.9,8.28,1.4,4.4,8.5
05/12/2021,Premier League,2021-2022,Aston Villa,Leicester,2,1,1,Steven Gerrard,Brendan Rodgers,2.37,3.4,3,2.38,3.49,3.17,2.35,3.4,2.9
06/12/2021,Premier League,2021-2022,Everton,Arsenal,2,1,1,Rafael Benitez,Mikel Arteta,3.4,3.5,2.1,3.45,3.65,2.18,3.4,3.4,2.1
10/12/2021,Premier League,2021-2022,Brentford,Watford,2,1,1,Thomas Frank,Claudio Ranieri,2.25,3.3,3.3,2.32,3.33,3.44,2.2,3.2,3.4
11/12/2021,Premier League,2021-2022,Man City,Wolves,1,0,1,Pep Guardiola,Bruno Lage,1.14,8,19,1.17,8.21,20.21,1.14,7.5,21
11/12/2021,Premier League,2021-2022,Arsenal,Southampton,3,0,1,Mikel Arteta,Ralph Hasenhuttl,1.61,4,5.5,1.68,4.01,5.61,1.63,3.9,5.25
11/12/2021,Premier League,2021-2022,Chelsea,Leeds,3,2,1,Thomas Tuchel,Marcelo Bielsa,1.25,5.75,12,1.28,6.1,11.9,1.25,5.5,13
11/12/2021,Premier League,2021-2022,Liverpool,Aston Villa,1,0,1,Jurgen Klopp,Steven Gerrard,1.2,7,13,1.23,7.15,12.65,1.24,6,11
11/12/2021,Premier League,2021-2022,Norwich,Man United,0,1,2,Dean Smith,Ralf Rangnick,7,4.5,1.45,7.52,4.9,1.45,7,4.4,1.44
12/12/2021,Premier League,2021-2022,Burnley,West Ham,0,0,X,Sean Dyche,David Moyes,3.6,3.6,2,3.74,3.75,2.05,3.5,3.5,2.05
12/12/2021,Premier League,2021-2022,Leicester,Newcastle,4,0,1,Brendan Rodgers,Eddie Howe,1.66,4.1,4.75,1.78,4.01,4.71,1.72,3.9,4.4
12/12/2021,Premier League,2021-2022,Crystal Palace,Everton,3,1,1,Patrick Vieira,Rafael Benitez,2.3,3.2,3.3,2.3,3.22,3.63,2.25,3.2,3.3
14/12/2021,Premier League,2021-2022,Norwich,Aston Villa,0,2,2,Dean Smith,Steven Gerrard,3.3,3.3,2.25,3.45,3.3,2.33,3.4,3,2.3
14/12/2021,Premier League,2021-2022,Man City,Leeds,7,0,1,Pep Guardiola,Marcelo Bielsa,1.14,8.5,15,1.16,9,19.75,1.14,8,19
15/12/2021,Premier League,2021-2022,Brighton,Wolves,0,1,2,Graham Potter,Bruno Lage,2.25,3.1,3.5,2.37,3.05,3.66,2.3,2.9,3.6
15/12/2021,Premier League,2021-2022,Crystal Palace,Southampton,2,2,X,Patrick Vieira,Ralph Hasenhuttl,2.15,3.3,3.5,2.17,3.41,3.71,2.1,3.4,3.5
15/12/2021,Premier League,2021-2022,Arsenal,West Ham,2,0,1,Mikel Arteta,David Moyes,2.1,3.6,3.3,2.27,3.58,3.32,2.15,3.5,3.25
16/12/2021,Premier League,2021-2022,Chelsea,Everton,1,1,X,Thomas Tuchel,Rafael Benitez,1.22,6.5,13,1.24,6.36,14.4,1.24,5.8,12
16/12/2021,Premier League,2021-2022,Liverpool,Newcastle,3,1,1,Jurgen Klopp,Eddie Howe,1.12,9,19,1.13,9.72,24.98,1.11,8.5,23
18/12/2021,Premier League,2021-2022,Leeds,Arsenal,1,4,2,Marcelo Bielsa,Mikel Arteta,3.9,3.8,1.83,3.89,3.84,1.93,3.75,3.7,1.91
19/12/2021,Premier League,2021-2022,Newcastle,Man City,0,4,2,Eddie Howe,Pep Guardiola,13,7.5,1.18,16.21,7.42,1.18,17,7,1.17
19/12/2021,Premier League,2021-2022,Wolves,Chelsea,0,0,X,Bruno Lage,Thomas Tuchel,7,4.2,1.5,6.52,3.92,1.59,6.5,3.8,1.55
19/12/2021,Premier League,2021-2022,Tottenham,Liverpool,2,2,X,Antonio Conte,Jurgen Klopp,5.25,4.75,1.53,5.19,4.78,1.57,5.25,4.4,1.55
26/12/2021,Premier League,2021-2022,Man City,Leicester,6,3,1,Pep Guardiola,Brendan Rodgers,1.18,7.5,13,1.19,7.91,13.72,1.18,7,15
26/12/2021,Premier League,2021-2022,Norwich,Arsenal,0,5,2,Dean Smith,Mikel Arteta,8,4.75,1.4,8.02,4.81,1.42,7.5,4.4,1.42
26/12/2021,Premier League,2021-2022,Tottenham,Crystal Palace,3,0,1,Antonio Conte,Patrick Vieira,1.72,3.8,4.75,1.7,3.91,5.21,1.7,3.7,5
26/12/2021,Premier League,2021-2022,West Ham,Southampton,2,3,2,David Moyes,Ralph Hasenhuttl,1.8,3.9,4.2,1.86,3.78,4.28,1.85,3.7,4
26/12/2021,Premier League,2021-2022,Aston Villa,Chelsea,1,3,2,Steven Gerrard,Thomas Tuchel,5.25,3.8,1.65,5.57,3.77,1.69,5.25,3.7,1.67
26/12/2021,Premier League,2021-2022,Brighton,Brentford,2,0,1,Graham Potter,Thomas Frank,1.9,3.4,4.2,1.95,3.49,4.25,1.95,3.4,4
27/12/2021,Premier League,2021-2022,Newcastle,Man United,1,1,X,Eddie Howe,Ralf Rangnick,6.5,4.75,1.44,6.92,4.46,1.49,6.5,4.4,1.47
28/12/2021,Premier League,2021-2022,Crystal Palace,Norwich,3,0,1,Patrick Vieira,Dean Smith,1.65,3.75,5.5,1.69,3.77,5.91,1.63,3.75,5.5
28/12/2021,Premier League,2021-2022,Southampton,Tottenham,1,1,X,Ralph Hasenhuttl,Antonio Conte,3.75,3.5,2,3.87,3.52,2.08,3.6,3.5,2
28/12/2021,Premier League,2021-2022,Watford,West Ham,1,4,2,Claudio Ranieri,David Moyes,3.4,3.6,2.1,3.35,3.6,2.24,3.25,3.5,2.15
28/12/2021,Premier League,2021-2022,Leicester,Liverpool,1,0,1,Brendan Rodgers,Jurgen Klopp,8,5.5,1.33,7.76,5.82,1.38,8,5.25,1.35
29/12/2021,Premier League,2021-2022,Chelsea,Brighton,1,1,X,Thomas Tuchel,Graham Potter,1.4,4.5,7.5,1.42,4.56,8.59,1.42,4.33,8
29/12/2021,Premier League,2021-2022,Brentford,Man City,0,1,2,Thomas Frank,Pep Guardiola,19,8,1.14,16.97,7.96,1.17,17,7.5,1.15
30/12/2021,Premier League,2021-2022,Man United,Burnley,3,1,1,Ralf Rangnick,Sean Dyche,1.36,5,9,1.38,4.97,8.67,1.36,4.75,8.5
01/01/2022,Premier League,2021-2022,Arsenal,Man City,1,2,2,Mikel Arteta,Pep Guardiola,5.75,4.75,1.5,6.01,4.57,1.53,5.8,4.33,1.52
01/01/2022,Premier League,2021-2022,Watford,Tottenham,0,1,2,Claudio Ranieri,Antonio Conte,5,4.2,1.61,5.42,4.25,1.62,5.25,3.9,1.63
01/01/2022,Premier League,2021-2022,Crystal Palace,West Ham,2,3,2,Patrick Vieira,David Moyes,3.1,3.4,2.3,3.09,3.41,2.4,3,3.4,2.3
02/01/2022,Premier League,2021-2022,Brentford,Aston Villa,2,1,1,Thomas Frank,Steven Gerrard,3,3.3,2.4,3.09,3.3,2.46,2.9,3.25,2.45
02/01/2022,Premier League,2021-2022,Everton,Brighton,2,3,2,Rafael Benitez,Graham Potter,2.75,3.2,2.62,2.87,3.08,2.78,2.7,3.1,2.7
02/01/2022,Premier League,2021-2022,Leeds,Burnley,3,1,1,Marcelo Bielsa,Sean Dyche,2.05,3.5,3.5,2.02,3.59,3.83,2.05,3.5,3.5
02/01/2022,Premier League,2021-2022,Chelsea,Liverpool,2,2,X,Thomas Tuchel,Jurgen Klopp,3.1,3.5,2.25,3.14,3.6,2.29,3.1,3.4,2.25
03/01/2022,Premier League,2021-2022,Man United,Wolves,0,1,2,Ralf Rangnick,Bruno Lage,1.53,4.33,6,1.56,4.37,5.98,1.55,3.9,6.5
11/01/2022,Premier League,2021-2022,Southampton,Brentford,4,1,1,Ralph Hasenhuttl,Thomas Frank,2.05,3.4,3.6,2.15,3.37,3.82,2.05,3.25,3.8
12/01/2022,Premier League,2021-2022,West Ham,Norwich,2,0,1,David Moyes,Dean Smith,1.28,5.5,10,1.32,5.53,10.04,1.3,5,11
14/01/2022,Premier League,2021-2022,Brighton,Crystal Palace,1,1,X,Graham Potter,Patrick Vieira,2.05,3.3,3.8,2.11,3.29,4.08,2.05,3.2,3.9
15/01/2022,Premier League,2021-2022,Man City,Chelsea,1,0,1,Pep Guardiola,Thomas Tuchel,1.65,4,5,1.72,3.79,5.2,1.67,3.75,5.25
15/01/2022,Premier League,2021-2022,Newcastle,Watford,1,1,X,Eddie Howe,Claudio Ranieri,2,3.6,3.6,2.05,3.74,3.59,2.05,3.4,3.6
